timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,grpThreads,allThreads,Latency
1449852326021,103,Live Search,500,"sun.org.mozilla.javascript.internal.WrappedException: Wrapped org.openqa.selenium.NoSuchElementException: Unable to locate element: {""method"":""id"",""selector"":""HEADER_SEARCHBOX_FORM_FIELD""}
Command duration or timeout: 97 milliseconds
For documentation on this error, please visit: http://seleniumhq.org/exceptions/no_such_element.html
Build info: version: '2.46.0', revision: '61506a4624b13675f24581e453592342b7485d71', time: '2015-06-04 10:22:50'
System info: host: 'LuisMacBookPro.local', ip: '10.32.74.78', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.10.5', java.version: '1.7.0_25'
*** Element info: {Using=id, value=HEADER_SEARCHBOX_FORM_FIELD}
Session ID: 834087a5-c255-e24f-a2d2-cc3c486e7994
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities [{platform=MAC, acceptSslCerts=true, javascriptEnabled=true, cssSelectorsEnabled=true, databaseEnabled=true, browserName=firefox, handlesAlerts=true, nativeEvents=false, webStorageEnabled=true, rotatable=false, locationContextEnabled=true, applicationCacheEnabled=true, takesScreenshot=true, version=42.0}] (<Unknown source>#9) in <Unknown source> at line number 9",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,false,1699,1,1,0
1449852328152,70,Faceted Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,194599,1,1,0
1449852324801,173,Transaction Controller,,"Number of samples in transaction : 2, number of failing samples : 1",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,false,196298,1,1,0
1449852330374,57,Live Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,194599,1,1,0
1449852331843,1926,Faceted Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234777,1,1,0
1449852328290,1983,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,429376,1,1,0
1449852336038,78,Live Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234777,1,1,0
1449852338602,60,Faceted Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449852333851,138,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,469738,1,1,0
1449852341059,97,Live Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449852343453,64,Faceted Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449852338739,161,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,469922,1,1,0
1449852345722,53,Live Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449852347537,81,Faceted Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449852343596,134,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,469922,1,1,0
1449852347702,174,Log out,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,275249,1,1,0
1449852352025,3,Print Deleting Sites,200,OK,Delete Sites 4-1,text,true,0,1,1,0
1449852352033,115,Log in,200,OK,Delete Sites 4-1,text,true,57054,1,1,27
1449852352148,637,Delete Site,200,"Number of samples in transaction : 1, number of failing samples : 0",Delete Sites 4-1,,true,376,1,1,0
1449852352787,557,Empty User Trashcan,200,"Number of samples in transaction : 7, number of failing samples : 0",Delete Sites 4-1,,true,93719,1,1,0
1449852353352,12,Log out,401,Unauthorized,Delete Sites 4-1,,true,306,1,1,12
1449852353378,4,Print Deleting Users,200,OK,Delete Users 5-1,text,true,0,1,1,0
1449852353385,169,Log in,200,OK,Delete Users 5-1,text,true,57626,1,1,37
1449852353555,55,Admin Console,200,OK,Delete Users 5-1,text,true,74523,1,1,54
1449852353614,7,authentication,200,OK,Delete Users 5-1,text,true,371,1,1,7
1449852353623,26,check-user-exists,200,OK,Delete Users 5-1,text,true,1052,1,1,26
1449852353651,234,Delete User,200,OK,Delete Users 5-1,text,true,328,1,1,234
1449852353886,10,Log out,401,Unauthorized,Delete Users 5-1,,true,306,1,1,10
1449852353905,3,Print Test Finished,200,OK,Test completed 6-1,text,true,0,1,1,0
1449854203924,20,Print Test Started,200,OK,Test Started 1-1,text,true,0,1,1,0
1449854204108,4,Print Creating Users,200,OK,Create Users 2-1,text,true,0,1,1,0
1449854204293,299,Log in,200,OK,Create Users 2-1,text,true,57626,1,1,191
1449854204599,56,Admin Console,200,OK,Create Users 2-1,text,true,74523,1,1,55
1449854204661,7,authentication,200,OK,Create Users 2-1,text,true,371,1,1,7
1449854204672,21,Search For User,200,OK,Create Users 2-1,text,true,348,1,1,21
1449854204696,176,Create User,200,OK,Create Users 2-1,text,true,1027,1,1,176
1449854224878,1,Log out,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.101.231:8080 failed to respond,Create Users 2-1,text,false,2163,1,1,0
1449854230960,10,Print Test Loops Info,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,0,1,1,0
1449854230970,4023,Log in,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,123546,1,1,0
1449854237820,1955,Create Site,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,236682,1,1,0
